청,서,지구대파출소,X좌표,Y좌표,주소
경남청,남해경찰서,고현파출소,127.872075,34.89795706,경상남도 남해군 고현면 대사리 911-8
경남청,남해경찰서,남면파출소,127.8871602,34.7712463,경상남도 남해군 남면 당항리 1485-5
경남청,남해경찰서,남해경찰서,127.8933453,34.83936246,경상남도 남해군 남해읍 북변리 179-1
경남청,남해경찰서,미조파출소,128.0456652,34.71230164,경상남도 남해군 미조면 미조리 105-14
경남청,남해경찰서,삼동파출소,128.0005355,34.83146526,경상남도 남해군 삼동면 지족리 286
경남청,남해경찰서,중앙지구대,127.8971417,34.83976889,경상남도 남해군 남해읍 북변리 264-4
경남청,남해경찰서,창선파출소,128.0125462,34.85773794,경상남도 남해군 창선면 상죽리 122
경남청,마산동부경찰서,마산동부경찰서,128.5902458,35.23813913,경상남도 창원시 마산회원구 합성2동 106
경남청,마산동부경찰서,산호파출소,128.5818436,35.2180597,경상남도 창원시 마산합포구 산호동 28-20
경남청,마산동부경찰서,삼계파출소,128.501225,35.232176,경상남도 창원시 마산회원구 내서읍 삼계리 20-3
경남청,마산동부경찰서,석전파출소,128.575172,35.23072112,경상남도 창원시 마산회원구 석전동 248-31
경남청,마산동부경찰서,양덕지구대,128.590363,35.221735,경상남도 창원시 마산회원구 양덕동 164-15
경남청,마산동부경찰서,중리파출소,128.5236817,35.24907912,경상남도 창원시 마산회원구 내서읍 중리 327-4
경남청,마산동부경찰서,합성지구대,128.5848075,35.24005667,경상남도 창원시 마산회원구 합성동 161-28
경남청,마산동부경찰서,회원파출소,128.5644125,35.21822627,경상남도 창원시 마산회원구 회원동 670-10
경남청,마산중부경찰서,교방파출소,128.564575,35.2130346,경상남도 창원시 마산합포구 교방동 377-14
경남청,마산중부경찰서,구산파출소,128.5801988,35.12012579,경상남도 창원시 마산합포구 구산면 수정리 649-2
경남청,마산중부경찰서,남성파출소,128.5701732,35.2032111,경상남도 창원시 마산합포구 서성동 83-22
경남청,마산중부경찰서,마산중부경찰서,128.563938,35.19216,경상남도 창원시 마산합포구 중앙동2가 5-10
경남청,마산중부경찰서,신마산지구대,128.557525,35.18445127,경상남도 창원시 마산합포구 청계동 11-2
경남청,마산중부경찰서,오동파출소,128.5747759,35.21201339,경상남도 창원시 마산합포구 상남동 140-97
경남청,마산중부경찰서,완월파출소,128.567162,35.200243,경상남도 창원시 마산합포구 중앙동 3가 2-38
경남청,마산중부경찰서,진동파출소,128.4891949,35.11724106,경상남도 창원시 마산합포구 진동면 진동리 529-3
경남청,마산중부경찰서,진전파출소,128.419175,35.1021404,경상남도 창원시 마산합포구 진전면 오서리 606-3
경남청,밀양경찰서,단장파출소,128.875225,35.5146,경상남도 밀양시 단장면 태룡리 415-1
경남청,밀양경찰서,무안파출소,128.6528973,35.47315284,경상남도 밀양시 무안면 무안리 917-2
경남청,밀양경찰서,밀양경찰서,128.7608849,35.46913017,경상남도 밀양시 상남면 예림리 942-23
경남청,밀양경찰서,부북파출소,128.7284513,35.51232101,경상남도 밀양시 부북면 운전리 304-3
경남청,밀양경찰서,산내파출소,128.8800581,35.58460024,경상남도 밀양시 산내면 송백리 1300-5
경남청,밀양경찰서,산외파출소,128.8152289,35.50233506,경상남도 밀양시 산외면 다죽리 218-4
경남청,밀양경찰서,삼랑진파출소,128.8425893,35.39956567,경상남도 밀양시 삼랑진읍 송지리 156-164
경남청,밀양경찰서,상남파출소,128.75805,35.46536224,경상남도 밀양시 상남면 예림리 1135-8
경남청,밀양경찰서,역전파출소,128.7702,35.47354294,경상남도 밀양시 가곡동 472-1
경남청,밀양경찰서,중앙지구대,128.7449,35.49125127,경상남도 밀양시 내이동 1072-1
경남청,밀양경찰서,하남파출소,128.7099625,35.37497373,경상남도 밀양시 하남읍 수산리 450-8
경남청,사천경찰서,곤명파출소,127.939559,35.11161506,경상남도 사천시 곤명면 봉계리 289
경남청,사천경찰서,곤양파출소,127.9602459,35.05756317,경상남도 사천시 곤양면 성내리 193
경남청,사천경찰서,남양파출소,128.0646,34.9681,경상남도 사천시 송포동 256-1
경남청,사천경찰서,사남파출소,128.0744604,35.05232422,경상남도 사천시 사남면 죽천리 18-2
경남청,사천경찰서,사천경찰서,128.0807772,34.93319148,경상남도 사천시 동금동 59-1
경남청,사천경찰서,사천지구대,128.0878458,35.08310368,경상남도 사천시 사천읍 평화리 51
경남청,사천경찰서,삼천포지구대,128.0768375,34.93414294,경상남도 사천시 동금동 141-2
경남청,사천경찰서,서포파출소,127.9760777,35.00858806,경상남도 사천시 서포면 구평리 887-6
경남청,사천경찰서,용현파출소,128.0616376,35.01325422,경상남도 사천시 용현면 송지리 231-10
경남청,산청경찰서,경호지구대,127.8780817,35.41481291,경상남도 산청군 산청읍 산청리 244-1
경남청,산청경찰서,단성파출소,127.9597021,35.29975954,경상남도 산청군 단성면 성내리 106-9
경남청,산청경찰서,산청경찰서,127.8745268,35.41644179,경상남도 산청군 산청읍 산청리 330
경남청,산청경찰서,시천파출소,127.8379125,35.27800833,경상남도 산청군 시천면 사리 922-20
경남청,산청경찰서,신등파출소,128.0107835,35.37927062,경상남도 산청군 신등면 단계리 666-5
경남청,산청경찰서,신안파출소,127.9723008,35.30359259,경상남도 산청군 신안면 하정리 760-3
경남청,양산경찰서,덕계파출소,129.1526135,35.37607255,경상남도 양산시 덕계동 718-19
경남청,양산경찰서,동면파출소,129.0618359,35.32317646,경상남도 양산시 동면 내송리 233-13
경남청,양산경찰서,물금지구대,128.989464,35.31755938,경상남도 양산시 물금읍 가촌리 1123-5
경남청,양산경찰서,삼성파출소,129.048225,35.36167373,경상남도 양산시 북정동 531-12
경남청,양산경찰서,상북파출소,129.0632706,35.41795922,경상남도 양산시 상북면 석계리 79-3
경남청,양산경찰서,서창파출소,129.1728229,35.41611976,경상남도 양산시 삼호동 531-20
경남청,양산경찰서,소주파출소,129.1641277,35.41410491,경상남도 양산시 소주동 42-3
경남청,양산경찰서,양산경찰서,129.0165105,35.33816418,경상남도 양산시 북부동 481
경남청,양산경찰서,양주파출소,129.0269402,35.33162714,경상남도 양산시 남부동 607-1
경남청,양산경찰서,중앙파출소,129.0403152,35.34602586,경상남도 양산시 북부동 330-2
경남청,양산경찰서,증산파출소,129.0065957,35.30833725,경상남도 양산시 물금읍 증산리 1747-1
경남청,양산경찰서,평산파출소,129.1462629,35.38179237,경상남도 양산시 평산로 79
경남청,양산경찰서,하북파출소,129.0872163,35.4905917,경상남도 양산시 하북면 순지리 691-8
경남청,의령경찰서,부림파출소,128.324225,35.46615127,경상남도 의령군 부림면 신반리 353-3
경남청,의령경찰서,유곡파출소,128.3131029,35.43340177,경상남도 의령군 유곡면 칠곡리 333-2
경남청,의령경찰서,의령경찰서,128.2614607,35.32097043,경상남도 의령군 의령읍 중동리 267-5
경남청,의령경찰서,정곡파출소,128.3263375,35.37984873,경상남도 의령군 정곡면 중교리 416-5
경남청,의령경찰서,중부지구대,128.2559238,35.31892061,경상남도 의령군 의령읍 서동리 298-11
경남청,의령경찰서,지정파출소,128.3862599,35.38289152,경상남도 의령군 지정면 봉곡리 721-8
경남청,의령경찰서,칠곡파출소,128.192225,35.34090706,경상남도 의령군 칠곡면 신포리 441
경남청,의령경찰서,화정파출소,128.2113521,35.27754144,경상남도 의령군 화정면 상정리 517-1
경남청,진주경찰서,개양파출소,128.1078024,35.15694941,경상남도 진주시 가좌동 448-3
경남청,진주경찰서,금산파출소,128.1481625,35.21372627,경상남도 진주시 금산면 장사리 930-1
경남청,진주경찰서,남강지구대,128.0721945,35.18970129,경상남도 진주시 인사동 182-19
경남청,진주경찰서,대곡파출소,128.1685085,35.2622183,경상남도 진주시 대곡면 광석리 314-1
경남청,진주경찰서,문산파출소,128.1640864,35.16764745,경상남도 진주시 문산읍 삼곡리 1264-12
경남청,진주경찰서,비봉지구대,128.0805875,35.19377627,경상남도 진주시 중안동 119-2
경남청,진주경찰서,상대지구대,128.1199152,35.18041171,경상남도 진주시 상대동 314-21
경남청,진주경찰서,수곡파출소,127.937526,35.19442121,경상남도 진주시 수곡면 효자리 503-3
경남청,진주경찰서,일반성파출소,128.2776436,35.17215532,경상남도 진주시 일반성면 창촌리 546-1
경남청,진주경찰서,지수파출소,128.2702497,35.23544871,경상남도 진주시 지수면 승산리 203-1
경남청,진주경찰서,진양호지구대,128.0651226,35.17393314,경상남도 진주시 평거동 763-1
경남청,진주경찰서,진주경찰서,128.0815628,35.19333613,경상남도 진주시 중안동 10
경남청,진주경찰서,충무공파출소,128.1496935,35.17482625,경남 진주시 충무공동 277-2
경남청,진주경찰서,하대지구대,128.1162778,35.18944377,경상남도 진주시 하대동 339-8
경남청,진해경찰서,경화파출소,128.6882099,35.1537321,경상남도 창원시 진해구 경화동 33
경남청,진해경찰서,덕산지구대,128.7039625,35.1448154,경상남도 창원시 진해구 덕산동 64-18
경남청,진해경찰서,용원파출소,128.8143308,35.10072713,경상남도 창원시 진해구 용원동 1218-4
경남청,진해경찰서,웅동파출소,128.782225,35.125615,경상남도 창원시 진해구 마천동 134-5
경남청,진해경찰서,자은파출소,128.7132688,35.15417402,경상남도 창원시 진해구 자은동 146
경남청,진해경찰서,진해경찰서,128.7044113,35.15615822,경상남도 진해시 석동 653
경남청,진해경찰서,충무파출소,128.6605905,35.14971632,경상남도 창원시 진해구 통신동 2-1
경남청,창녕경찰서,남지파출소,128.4823007,35.3884761,경상남도 창녕군 남지읍 남지리 616-7
경남청,창녕경찰서,대합파출소,128.4715706,35.61454831,경상남도 창녕군 대합면 십이리 226-1
경남청,창녕경찰서,부곡파출소,128.5892894,35.43744793,경상남도 창녕군 부곡면 거문리 235-1
경남청,창녕경찰서,영산지구대,128.5258125,35.45981794,경상남도 창녕군 영산면 성내리 613-2
경남청,창녕경찰서,유어파출소,128.40985,35.50700833,경상남도 창녕군 유어면 부곡리 457-6
경남청,창녕경찰서,읍내파출소,128.4991574,35.54277382,경상남도 창녕군 창녕읍 송현리 271
경남청,창녕경찰서,이방파출소,128.3881559,35.57779306,경상남도 창녕군 이방면 안리 812
경남청,창녕경찰서,창녕경찰서,128.5007345,35.54060447,경상남도 창녕군 창녕읍 교상리 28-7
경남청,창원서부경찰서,대산파출소,128.7085914,35.33672769,경상남도 창원시 의창구 대산면 가술리 286-3
경남청,창원서부경찰서,동읍파출소,128.6892718,35.27877552,경상남도 창원시 의창구 동읍 용잠리 228-5
경남청,창원서부경찰서,명곡지구대,128.6510312,35.24439107,경상남도 창원시 의창구 봉곡동 32-9
경남청,창원서부경찰서,북면파출소,128.6079875,35.3510404,경상남도 창원시 의창구 북면 신촌리 603-5
경남청,창원서부경찰서,의창파출소,128.6276345,35.26013987,경상남도 창원시 의창구 중동 75-2
경남청,창원서부경찰서,창원서부경찰서,128.6370785,35.25213921,경상남도 창원시 의창구 도계동 911
경남청,창원서부경찰서,팔용파출소,128.6433875,35.23664294,경상남도 창원시 의창구 팔용동 33-1
경남청,창원중부경찰서,가음정지구대,128.69745,35.2083846,경상남도 창원시 성산구 가음동 21-2
경남청,창원중부경찰서,반송파출소,128.6699795,35.23549293,경상남도 창원시 성산구 반림동 14-8
경남청,창원중부경찰서,사파파출소,128.7088073,35.21563069,경상남도 창원시 성산구 대방동 339-5
경남청,창원중부경찰서,신월지구대,128.69265,35.227618,경상남도 창원시 의창구 신월동 68-8
경남청,창원중부경찰서,신촌파출소,128.627038,35.207576,경상남도 창원시 성산구 신촌동 15-8
경남청,창원중부경찰서,중앙파출소,128.676425,35.226843,경상남도 창원시 성산구 중앙동 69-17
경남청,창원중부경찰서,창원중부경찰서,128.6860493,35.22847243,경상남도 창원시 의창구 신월동 96-1
경남청,통영경찰서,광도지구대,128.4163329,34.88305956,경상남도 통영시 광도면 죽림리 1569-8
경남청,통영경찰서,미수지구대,128.4118847,34.83239744,경상남도 통영시 미수동 21-1
경남청,통영경찰서,북신지구대,128.4250316,34.85983079,경상남도 통영시 무전동 1029-1
경남청,통영경찰서,사량파출소,128.2251142,34.84441723,경상남도 통영시 사량면 금평리 54-2
경남청,통영경찰서,산양파출소,128.3882266,34.80134736,경상남도 통영시 산양읍 남평리 1381-2
경남청,통영경찰서,욕지파출소,128.2646373,34.63619083,경상남도 통영시 욕지면 동항리 787-23
경남청,통영경찰서,중앙지구대,128.424277,34.84669184,경상남도 통영시 중앙로 170
경남청,통영경찰서,통영경찰서,128.4194701,34.88293463,경상남도 통영시 광도면 죽림리 1573
경남청,통영경찰서,한산파출소,128.5081131,34.76725366,경상남도 통영시 한산면 하소리 28-7
경남청,하동경찰서,고전파출소,127.8178227,35.02083224,경상남도 하동군 고전면 범아리 271-11
경남청,하동경찰서,금남파출소,127.8600831,34.94930921,경상남도 하동군 금남면 노량리 762-2
경남청,하동경찰서,금성파출소,127.7931639,34.96590582,경상남도 하동군 금성면 궁항리 1337-58
경남청,하동경찰서,악양파출소,127.7086918,35.16101498,경상남도 하동군 악양면 정서리 417-3
경남청,하동경찰서,옥종파출소,127.8792618,35.18030941,경상남도 하동군 옥종면 청룡리 203-2
경남청,하동경찰서,읍내파출소,127.7488779,35.07084101,경상남도 하동군 하동읍 읍내리 388-4
경남청,하동경찰서,진교파출소,127.90305,35.025883,경상남도 하동군 진교면 진교리 292
경남청,하동경찰서,하동경찰서,127.7485488,35.06785641,경상남도 하동군 하동읍 읍내리 272
경남청,하동경찰서,화개파출소,127.6249752,35.18748621,경상남도 하동군 화개면 탑리 747
경남청,하동경찰서,횡천파출소,127.8173455,35.10954642,경상남도 하동군 횡천면 횡천리 578
경남청,함안경찰서,가야지구대,128.4038375,35.27695833,경상남도 함안군 가야읍 말산리 450-1
경남청,함안경찰서,군북파출소,128.3472668,35.26225484,경상남도 함안군 군북면 중암리 46-2
경남청,함안경찰서,대산파출소,128.4315565,35.34992025,경상남도 함안군 대산면 평림리 1032-6
경남청,함안경찰서,법수파출소,128.3535523,35.31531452,경상남도 함안군 법수면 우거리 775-1
경남청,함안경찰서,칠서파출소,128.4977125,35.33365706,경상남도 함안군 칠서면 청계리 704-5
경남청,함안경찰서,칠원지구대,128.5180222,35.30678415,경상남도 함안군 칠원면 용산리 110
경남청,함안경찰서,함안경찰서,128.4105026,35.27888062,경상남도 함안군 가야읍 말산리 596
경남청,함안경찰서,함안파출소,128.4219853,35.2420089,경상남도 함안군 함안면 북촌리 1002-8
경남청,함양경찰서,마천파출소,127.6642274,35.39620245,경상남도 함양군 마천면 가흥리 527-1
경남청,함양경찰서,백전파출소,127.635863,35.552308,경상남도 함양군 백전면 평정리 376-5
경남청,함양경찰서,서상파출소,127.6858928,35.68256087,경상남도 함양군 서상면 대남리 1838-3
경남청,함양경찰서,수동파출소,127.7860876,35.52220541,경상남도 함양군 수동면 화산리 1254-3
경남청,함양경찰서,안의파출소,127.810675,35.629224,경상남도 함양군 안의면 당본리 199-4
경남청,함양경찰서,유림파출소,127.7915385,35.46728789,경상남도 함양군 유림면 화촌리 310-3
경남청,함양경찰서,읍내파출소,127.7301287,35.52113565,경상남도 함양군 함양읍 교산리 166-11
경남청,함양경찰서,함양경찰서,127.7251759,35.51959399,경상남도 함양군 함양읍 운림리 46-3
경남청,합천경찰서,가야파출소,128.138577,35.75631467,경상남도 합천군 가야면 황산리 976-5
경남청,합천경찰서,대병파출소,128.0143786,35.52180953,경상남도 합천군 대병면 회양리 886-5
경남청,합천경찰서,동부파출소,128.2648885,35.55940994,경상남도 합천군 초계면 초계리 85-4
경남청,합천경찰서,봉산파출소,128.0425356,35.62725607,경상남도 합천군 봉산면 김봉리 337-8
경남청,합천경찰서,삼가파출소,128.1209353,35.41483606,경상남도 합천군 삼가면 금리 71
경남청,합천경찰서,야로파출소,128.168425,35.70511,경상남도 합천군 야로면 구정리 280-1
경남청,합천경찰서,중부지구대,128.162725,35.569858,경상남도 합천군 합천읍 영창리 576-5
경남청,합천경찰서,합천경찰서,128.1580638,35.56638112,경상남도 합천군 합천읍 합천리 790-1
경남청,,경남청,128.6936228,35.23745423,경상남도 창원시 의창구 사림동 1
경북청,경산경찰서,경산경찰서,128.7448507,35.82254133,경북 경산시 원효로68(계양동503)
경북청,경산경찰서,동부파출소,128.748025,35.819533,경산시 계양동 679-8(계양로 44)
경북청,경산경찰서,서부지구대,128.730478,35.8205196,경산시 옥산동 848번지의 2(성암로 27)
경북청,경산경찰서,압량파출소,128.7608829,35.84395578,경산시 압량면  부적리 462-1번지(부적길 50)
경북청,경산경찰서,와촌파출소,128.8364665,35.94669357,경산시 와촌면 덕촌리 59번지(금송로 420)
경북청,경산경찰서,자인파출소,128.8235318,35.82036302,경산시 자인면 동부리 25번지(일연로 690)
경북청,경산경찰서,중앙파출소,128.7455875,35.8345654,경산시 계양동 39-5번지(대학로 207)
경북청,경산경찰서,진량파출소,128.812163,35.875149,경산시 진량읍 신상리 1138-5번지(낙산길 6)
경북청,경산경찰서,하양파출소,128.8251875,35.9273346,경산시 하양읍 한사리 497번지의 8(금송로 179)
경북청,경주경찰서,감포파출소,129.5037435,35.80357815,경북 경주시 감포읍 감포리 500-1
경북청,경주경찰서,강동파출소,129.2732973,35.98693626,경북 경주시 강동면 인동리 33-6
경북청,경주경찰서,건천파출소,129.103225,35.84987373,경북 경주시 건천읍 건천리 226
경북청,경주경찰서,경주경찰서,129.2114141,35.84561065,경북 경주시 동부동 150
경북청,경주경찰서,내남파출소,129.2055716,35.77443526,경북 경주시 내남면 용장리 573-1
경북청,경주경찰서,동천파출소,129.2302802,35.8513922,경북 경주시 동천동 874-8
경북청,경주경찰서,보문파출소,129.2870284,35.83468494,경북 경주시 천군동 597-9
경북청,경주경찰서,불국파출소,129.3005133,35.77432819,경북 경주시 시래동 326-22
경북청,경주경찰서,산내파출소,129.0471971,35.75801478,경북 경주시 산내면  의곡1리 157-18
경북청,경주경찰서,서면파출소,129.0499959,35.89357671,경북 경주시 서면 아화리 247-3
경북청,경주경찰서,성건파출소,129.2070823,35.85553306,경북 경주시 성건동 620-685
경북청,경주경찰서,안강파출소,129.2245142,35.99232628,경북 경주시 안강읍 양월리 1130
경북청,경주경찰서,양남파출소,129.462525,35.67604294,경북 경주시 양남면 하서리 602-2
경북청,경주경찰서,양북파출소,129.442325,35.79176667,경북 경주시 양북면 어일리 1319-5
경북청,경주경찰서,역전파출소,129.2175625,35.84484873,경북 경주시 성동동 42-3
경북청,경주경찰서,외동파출소,129.3239253,35.71553652,경북 경주시 외동읍 입실리 1046-15
경북청,경주경찰서,용강파출소,129.2245553,35.86825726,경북 경주시 용강동 884
경북청,경주경찰서,중앙파출소,129.2072451,35.84402575,경북 경주시 성건동 339-35
경북청,경주경찰서,천북파출소,129.2688878,35.8961473,경북 경주시 천북면 동산리 443-1
경북청,경주경찰서,충효파출소,129.1853346,35.84374202,경북 경주시 충효동 2984
경북청,경주경찰서,현곡파출소,129.1769592,35.88619644,경북 경주시 현곡면 하구리 1037-4
경북청,경주경찰서,황남파출소,129.2096,35.8349154,경북 경주시 황남동 311-6
경북청,경주경찰서,황성파출소,129.219156,35.86050785,경북 경주시 황성동 362-7
경북청,고령경찰서,고령경찰서,128.2718529,35.73471719,경북 고령군 고령읍 대가야로1411(쾌빈리344-11)
경북청,고령경찰서,다산파출소,128.4539675,35.82575779,경북 고령군 다산면 평리1길 15-1
경북청,고령경찰서,대가야지구대,128.26675,35.725626,경북 고령군 고령읍 시장1길 5
경북청,고령경찰서,성산파출소,128.365975,35.750858,경북 고령군 성산면 성산로 954
경북청,고령경찰서,쌍림파출소,128.2423778,35.67939627,경북 고령군 쌍림면 대가야로 610
경북청,고령경찰서,우곡파출소,128.3406,35.67804294,경북 고령군 우곡면 도진3길 9
경북청,구미경찰서,고아파출소,128.329125,36.2104596,구미시 고아읍 관심리 635
경북청,구미경찰서,구미경찰서,128.346925,36.11942373,경북 구미시 송원동로11-4(송정동 59)
경북청,구미경찰서,도개파출소,128.3296523,36.30097165,구미시 궁기리 748-1
경북청,구미경찰서,도량지구대,128.3308192,36.14400839,도량동 792-277
경북청,구미경찰서,무을파출소,128.19425,36.261375,구미시 무을면 무수리938-4
경북청,구미경찰서,산동파출소,128.4350836,36.16945804,구미시 산동면 적림리 79-1
경북청,구미경찰서,상림지구대,128.3599612,36.08487347,구미시 임은동 472-1번지
경북청,구미경찰서,선산파출소,128.2998193,36.24292062,구미시 선산읍 동부리 540
경북청,구미경찰서,신평파출소,128.360775,36.12190706,신평1동 150-9
경북청,구미경찰서,양포파출소,128.4180589,36.14739004,구미시 옥계동 556-2
경북청,구미경찰서,옥성파출소,128.2787073,36.29602138,구미시 옥성면 주아리 산155-2
경북청,구미경찰서,원평지구대,128.3192046,36.1301547,구미시 남통동 363-53
경북청,구미경찰서,인동파출소,128.421999,36.10754666,구미시 인의동 367번지 5
경북청,구미경찰서,장천파출소,128.4953375,36.12505706,구미시 장천면 상장리 708-1
경북청,구미경찰서,진평파출소,128.4255219,36.09526479,경북 구미시 진평동 111-1
경북청,구미경찰서,해평파출소,128.3911119,36.19871995,구미시 해평면 낙성리 312-5
경북청,구미경찰서,형곡지구대,128.334425,36.11352373,구미시 형곡동 141-6번지
경북청,군위경찰서,고로파출소,128.7945851,36.12408613,고로면 학성리  402-14
경북청,군위경찰서,군위경찰서,128.5669,36.234926,경상북도 군위군 군위읍 서부리 64
경북청,군위경찰서,부계파출소,128.665538,36.098832,부계면 창평리 1011-1
경북청,군위경찰서,의흥파출소,128.7172192,36.17514587,의흥면 읍내리  359-2
경북청,군위경찰서,중앙파출소,128.5661818,36.23503496,군위읍 서부리 263-1
경북청,군위경찰서,효령파출소,128.5868821,36.15607872,효령면 중구리 194-2
경북청,김천경찰서,감문파출소,128.1743,36.210885,경북 김천시 감문면 보광리 349-1
경북청,김천경찰서,구성파출소,128.0409998,36.02976588,경북 김천시 구성면 남김천대로 2327-4
경북청,김천경찰서,김천경찰서,128.1186149,36.12040661,경북 김천시 김천로 164(남산동 24-19)
경북청,김천경찰서,대덕파출소,127.9667724,35.91645469,경북 김천시 대덕면 대덕로 761번지
경북청,김천경찰서,동부파출소,128.1488246,36.1187823,경북 김천시 덕곡동 1415-1
경북청,김천경찰서,북부파출소,128.0895773,36.13641819,경북 김천시 삼락동 358-2
경북청,김천경찰서,서부파출소,128.0962,36.12360706,경북 김천시 부곡동 1285-7
경북청,김천경찰서,아포파출소,128.2580125,36.15952373,경북 김천시 아포읍 국사길 143
경북청,김천경찰서,어모파출소,128.11755,36.17881,경북 김천시 어모면 어모로 249
경북청,김천경찰서,역전파출소,128.1150527,36.12316463,경북 김천시 평화동 264
경북청,김천경찰서,율곡파출소,128.1896317,36.12445211,경북 김천시 남면 농남로 496-1
경북청,김천경찰서,조마파출소,128.1246159,36.0655209,경북 김천시 조마면 강곡리 285-3
경북청,김천경찰서,중앙파출소,128.127114,36.11946423,경북 김처시 모암동 142-3
경북청,김천경찰서,지례파출소,128.027075,35.98506,경북 김천시 지례면 교리 571-2
경북청,김천경찰서,직지파출소,128.0180995,36.11667178,경북 김천시 대항면 향천1길9(향천리)
경북청,문경경찰서,가은파출소,128.0636805,36.64302677,문경시 가은읍 왕능리 가은로 137
경북청,문경경찰서,남부파출소,128.188875,36.5939154,문경시 모전동 모전로 144
경북청,문경경찰서,농암파출소,128.0023001,36.598413,문경시 농앙면 농암길 78
경북청,문경경찰서,마성파출소,128.1204821,36.69303763,문경시 마성면 문경대로 1768
경북청,문경경찰서,문경경찰서,128.1802392,36.58822887,경북 문경시 매봉로 35(모전3동916)
경북청,문경경찰서,문경파출소,128.1072861,36.73768259,문경시 문경읍 상리 문희로 91
경북청,문경경찰서,산북파출소,128.258931,36.65572583,문경시 산북면 금천로 580
경북청,문경경찰서,산양파출소,128.2584753,36.61102492,문경시 산양면 산양로 107
경북청,문경경찰서,점촌파출소,128.2028936,36.59531697,문경시 점촌동 점촌역길 3
경북청,봉화경찰서,명호파출소,128.8981823,36.85600732,경북 봉화군 명호면 도천리 246 (노루목재길 24)
경북청,봉화경찰서,물야파출소,128.7362692,36.97436604,경북 봉화군 물야면 오록리 391 (문수로 981)
경북청,봉화경찰서,봉화경찰서,128.7401125,36.88899873,경북 봉화군 봉화읍 내성로 73(내성로 194-1)
경북청,봉화경찰서,봉화파출소,128.755709,36.83453161,경북 봉화군 봉화읍 해저리 85-5 (봉화로 1077)
경북청,봉화경찰서,석포파출소,129.061936,37.04486272,경북 봉화군 석포면 석포리 569-3 (석포로1길 1 )
경북청,봉화경찰서,소천파출소,129.0014449,36.93998414,경북 봉화군 소천면 현동리 687-3 (소천로 1259)
경북청,봉화경찰서,춘양파출소,128.9127375,36.93692627,경북 봉화군 법전면 법전리 244 (법전로 85)
경북청,상주경찰서,공검파출소,128.1564753,36.5127769,경북 상주시 공검면 비재로 1288
경북청,상주경찰서,공성파출소,128.093725,36.28485,경북 상주시 공성면 공성중앙로 99
경북청,상주경찰서,낙동파출소,128.2973625,36.36470706,경북 상주시 낙동면 영남제일로 105
경북청,상주경찰서,동문지구대,128.179125,36.41835127,경북 상주시 중앙로 371
경북청,상주경찰서,모동파출소,127.959875,36.319025,경북 상주시 모동면 용호1길 21
경북청,상주경찰서,사벌국파출소,128.209425,36.467943,경북 상주시 사벌면 덕담1길 59
경북청,상주경찰서,상주경찰서,128.1638557,36.41548028,경북 상주시 중앙로 230
경북청,상주경찰서,은척파출소,128.0737125,36.53349167,경북 상주시 은척면 봉중1길 6
경북청,상주경찰서,중앙지구대,128.1555032,36.41537323,경북 상주시 상서문로 63
경북청,상주경찰서,청리파출소,128.130763,36.339774,경북 상주시 청리면 원장1길 23
경북청,상주경찰서,함창파출소,128.177,36.568733,경북 상주시 함창읍 함창중앙로112
경북청,상주경찰서,화동파출소,127.9538356,36.38897191,경북 상주시 화동면 이소1길 42
경북청,상주경찰서,화북파출소,127.919525,36.56225,경북 상주시 화북면 문장로 1718
경북청,상주경찰서,화서파출소,127.949138,36.444401,경북 상주시 화서면 화령로 21
경북청,성주경찰서,가천파출소,128.1654295,35.88502775,경북 성주군 가천면 창천리 542-1
경북청,성주경찰서,벽진파출소,128.2174,35.94901794,경북 성주군 벽진면 수촌리 808-4
경북청,성주경찰서,선남파출소,128.3517375,35.9010654,경북 성주군 선남면 관화리 678-4
경북청,성주경찰서,성주경찰서,128.292816,35.92163642,경상북도 성주군 성주읍 성산리 24-1
경북청,성주경찰서,성주파출소,128.291375,35.917443,경북 성주군 성주읍 성주순환로251(성산리 24-1)
경북청,성주경찰서,수륜파출소,128.192625,35.832725,경북 성주군 수륜면 신파리 118-3
경북청,성주경찰서,용암파출소,128.3369021,35.83562697,경북 성주군 용암면 용정리 298
경북청,성주경찰서,초전파출소,128.263475,35.974876,경북 성주군 초전면 대장리 586-7
경북청,안동경찰서,강남파출소,128.7241743,36.55005404,안동시 강남로16914(정하동654-6)
경북청,안동경찰서,길안파출소,128.891982,36.45850636,안동시 길안면 천지길41(천지리740)
경북청,안동경찰서,도산파출소,128.8332543,36.74147072,안동시 도산면 퇴계로2543(온혜리384-4)
경북청,안동경찰서,북후파출소,128.7029375,36.68669294,안동시 북후면 북평리897(옹천리591-40)
경북청,안동경찰서,송하지구대,128.6917477,36.57270377,안동시 경동로278(옥동997-4)
경북청,안동경찰서,안동경찰서,128.7201703,36.56172246,안동시 제비원로103
경북청,안동경찰서,역전지구대,128.7333875,36.56295,안동시 경동로690(운흥동180-3)
경북청,안동경찰서,예안파출소,128.8845993,36.66160763,안동시 예안면 임예리1923(정산리661-4)
경북청,안동경찰서,옥동지구대,128.6855892,36.55802156,안동시 광명로 7
경북청,안동경찰서,와룡파출소,128.7670142,36.61786719,안동시 와룡면 퇴계로841(태리49-1)
경북청,안동경찰서,용상파출소,128.7593043,36.55447419,안동시 경동로959(용상동1630)
